"Install_Dates","campaign_id","Country","1d_LTV","3d_LTV","7d_LTV","14d_LTV","30d_LTV","60d_LTV"
"2020-03-25","90464","UN","0","0","0","0","0","0"
"2020-04-08","789470","PL","8.960731","10.555890083312988","15.207844","19.393055","23.164885","26.414825439453125"
"2020-03-29","92492","HR","0.027046","0.0270460005849599","0.027046","0.027046","0.027046","0.0270460005849599"
"2020-05-03","19115","DE","6.037238","6.849250793457031","12.136192","14.837781","18.013400999999998","-1"
"2020-04-17","22083","BR","0.076115","0.076114997267723","0.096443","0.096443","0.122132","0.1221320033073425"
"2020-04-15","92708","JP","6.11269","6.135015964508057","6.259203","6.259203","6.259203","6.25920295715332"
"2020-04-20","794235","KG","0.0774929999999999","0.0774929970502853","0.0774929999999999","0.078651","0.079231","-1"
"2020-05-15","794235","EC","0.073965","0.0739649981260299","0.094569","0.111645","0.121685","-1"
"2020-05-09","22083","NL","0.05931","0.0593100003898143","0.05931","0.05931","0.05931","-1"
"2020-03-26","791951","US","0.352298","0.3653970062732696","0.765628","0.823867","0.823867","0.8238670229911804"
"2020-03-18","786357","AE","0.036937","0.0369369983673095","0.036937","0.036937","0.036937","0.0369369983673095"
"2020-04-20","91502","FI","0.861731","0.8617309927940369","0.87746","0.8900170000000001","0.968955","-1"
"2020-04-16","94342","SE","0.042243","0.0422430001199245","0.042243","0.042243","0.042243","0.0422430001199245"
"2020-05-02","19115","HU","2.510792944881889","2.5728609561920166","2.68299094488189","2.79357294488189","2.88046994488189","-1"
"2020-04-23","794235","UY","0.082951","0.1554100066423416","0.25849","0.264127","0.264127","-1"
"2020-05-18","794235","SN","0.000334","0.0003340000112075","0.000334","0.000334","0.000334","-1"
"2020-03-19","94578","SK","0.045779","0.045779000967741","0.045779","0.045779","0.045779","0.045779000967741"
"2020-04-22","159253","DE","8.610513142857144","9.837832629680634","13.342354142857143","18.699845714285715","21.277006714285715","-1"
"2020-05-06","794235","LK","0.009956","0.0171930007636547","0.017193","0.01951","0.01951","-1"
"2020-03-22","19115","DK","1.153711","1.153710961341858","1.798501","2.392824","3.743393","3.7433929443359375"
"2020-04-30","794235","BO","0.011334","0.0113340001553297","0.011334","0.012827","0.012827","-1"
"2020-03-25","19115","UK","43.153491","48.53317594528198","63.387035","107.93231033333332","117.71614433333332","122.4193115234375"
"2020-05-04","22083","IT","0.4747289999999999","0.4747290015220642","0.664304","0.847226","1.172715","-1"
"2020-04-05","95659","US","23.935087000000003","24.39964866638184","28.105116","33.737233","35.123906000000005","35.67662239074707"
"2020-03-20","19115","IT","2.628798","2.7878260612487797","4.184511","5.166993000000001","6.513623","6.988972187042236"
"2020-05-15","22083","UK","3.9788376666666654","4.173235654830933","5.373393666666667","7.922342666666667","9.211578666666666","-1"
"2020-05-17","794235","PT","0.72206","0.7870029807090759","1.380586","2.122383","2.2742440000000004","-1"
"2020-04-03","158519","UA","0.001","0.0010000000474974","0.001","0.001","0.001","0.0010000000474974"
"2020-04-23","791763","US","17.372687","18.85128164291382","26.461241","27.195701","28.150098","-1"
"2020-05-15","19115","CH","34.760752","34.760751247406006","34.760752","39.003862","39.149967","-1"
"2020-04-29","93619","NO","7.319898000000001","7.524524092674255","18.32538","25.302158","37.908131","-1"
"2020-04-05","160483","TW","1.829507","1.8295069932937624","1.883584","1.883584","1.883584","1.8835840225219729"
"2020-04-08","787112","CL","0.136235","0.1362349987030029","0.198462","0.2437129999999999","0.415979","0.4701679944992065"
"2020-04-16","791300","UA","0.162383","0.1623830050230026","0.163781","0.276012","0.284377","0.3126780092716217"
"2020-04-17","160483","KR","25.061405","26.40983390808105","31.321395000000003","36.769457","36.924618","37.21709060668945"
"2020-04-06","803588","RU","39.832248","44.68083918094635","55.628172","63.677261","73.83245099999999","81.80417943000793"
"2020-04-13","788894","LV","0.027908","0.0392009988427162","0.039201","0.039201","0.039201","0.0392009988427162"
"2020-05-14","19115","IE","0.136006","0.1435659974813461","0.2511069999999999","0.570342","0.6002299999999999","-1"
"2020-04-17","93399","NL","29.049535371900827","30.28770351409912","33.570267371900826","36.34950137190083","37.78292637190083","38.3474645614624"
"2020-04-30","92368","HK","0.094265","0.0942649990320205","0.094265","0.094265","0.094265","-1"
"2020-05-13","93687","NZ","4.070085","13.266156673431396","20.65931643478261","30.71301743478261","37.550095434782605","-1"
"2020-03-22","158583","CH","0","0","0","0","0","0"
"2020-04-30","792410","GE","0.047175","0.0471750013530254","0.062219","0.062219","0.062219","-1"
"2020-05-09","792410","AR","2.432303","2.934372901916504","3.806255","4.590267","4.902393","-1"
"2020-05-16","787244","DE","4.90067","6.158847808837891","7.672219","10.364751","13.413564999999998","-1"
"2020-04-26","93027","KR","0.697924","0.762798011302948","0.7627980000000001","0.7627980000000001","0.968363","-1"
"2020-05-06","92847","JP","1.980564","2.091252088546753","2.250223","2.250223","2.250223","-1"
"2020-05-06","791179","UA","15.822883333333332","15.843972206115724","22.25261833333333","24.40901833333333","24.49713633333333","-1"
"2020-05-01","95040","UA","20.203209333333334","22.14706659317017","27.53013633333333","31.16795233333333","33.26084133333333","-1"
"2020-05-15","794235","SL","0.004042","0.0040420000441372","0.004042","0.004042","0.004042","-1"
"2020-04-05","93101","KR","0.1188309999999999","0.1188310012221336","0.1188309999999999","0.1188309999999999","0.1188309999999999","0.1188310012221336"
"2020-04-09","786565","AU","4.423769","4.686779975891113","6.140995","6.728136","7.022828","7.170271873474121"
"2020-03-22","158583","AT","0.067885","0.1336529999971389","0.133653","0.133653","0.133653","0.1336529999971389"
"2020-04-24","90619","DE","28.11083257142857","39.15818786621094","47.42673471428572","50.77515771428572","52.42785871428571","-1"
"2020-05-02","19115","FR","2.1845760000000003","2.352449893951416","5.711190666666666","6.369729666666666","6.841508666666666","-1"
"2020-05-18","794235","DO","0.027309","0.0273090004920959","0.027309","0.0282619999999999","0.0282619999999999","-1"
"2020-04-19","793773","HN","0","0","0","0","0","-1"
"2020-05-07","794235","DZ","0.318787","0.3496330082416534","0.405172","0.454442","0.460691","-1"
"2020-04-06","93761","NZ","0.163904","0.163903996348381","0.163904","0.163904","0.163904","0.163903996348381"
"2020-04-21","794235","GT","0.013031","0.0154809998348355","0.015481","0.015481","0.015481","-1"
"2020-04-19","791455","UA","2.67123","3.000981092453003","3.468623","4.311909","4.832492","-1"
"2020-04-29","95525","UK","10.160947","11.426655769348145","13.321325","15.597299","16.650493","-1"
"2020-05-02","94248","QA","0","0","0","0","0","-1"
"2020-04-29","794235","ID","0.017106","0.0171060003340244","0.017106","0.017106","0.017106","-1"
"2020-03-25","161527","UA","9.196542","9.552536964416504","10.852033","13.008444","14.760366","17.518293857574463"
"2020-05-01","19115","IS","0.118933","0.1995159983634948","0.199516","0.199516","0.199516","-1"
"2020-05-17","794235","KN","0.059632","0.0633499994874","0.072103","0.072103","0.072103","-1"
"2020-04-27","788127","IN","0.402709","0.6290919780731201","1.078253","1.460978","1.883049","-1"
"2020-04-06","790653","SK","3.2925","3.6702709197998047","4.568278","6.572107","8.133348","8.851970672607422"
"2020-04-19","19115","AU","0.047782","0.0477820001542568","0.047782","0.047782","0.08269","-1"
"2020-04-23","90375","CH","7.881705","9.826374053955078","12.280249","16.073282","16.884324999999997","-1"
"2020-04-11","19115","RO","2.419424","2.5095090866088867","2.626805","3.081827","3.1459930000000003","3.194025039672852"
"2020-04-13","789528","RO","11.575411","14.358423233032228","20.580958","24.246261","27.620727","31.890230178833008"
"2020-04-09","792107","PH","2.784948","3.272264003753662","4.536468","4.922175","5.076513","5.0984368324279785"
"2020-04-14","787708","FI","0.460578","0.4666950106620788","0.468916","0.468916","0.468916","0.4689159989356994"
"2020-04-15","19115","CZ","0.472083","0.4812769889831543","0.806983","0.806983","0.820863","0.9497770071029664"
"2020-04-15","786995","CH","15.170042","17.922863006591797","23.925599","31.381751","37.482852","41.55992043018341"
"2020-05-05","794235","MM","0.306196","0.3230449855327606","0.4126309999999999","0.456612","0.619297","-1"
"2020-05-03","786918","BY","0","0","0","0","0","-1"
"2020-04-18","786843","BY","0.045446","0.0454460009932518","0.06946","0.142824","0.165495","0.2659899890422821"
"2020-04-20","788019","GE","0","0","0","0","0","-1"
"2020-03-21","19115","HR","0.478095","0.761726975440979","0.930708","1.176042","1.267861","1.267861008644104"
"2020-04-28","160483","JP","19.192552","22.16288375854492","32.395995","34.907084","36.616425","-1"
"2020-05-18","794235","HT","0.002231","0.0022309999912977","0.002231","0.002231","0.002231","-1"
"2020-03-30","19115","QA","0.004183","0.0041829999536275","0.004183","0.004183","0.004183","0.0041829999536275"
"2020-04-17","93806","PL","92.61071289430892","97.67322158813477","102.47420879674796","114.18855047154472","118.56509647154472","120.04663467407228"
"2020-05-08","788709","KZ","0.0338","0.0337999984622001","0.0338","0.571715","0.571715","-1"
"2020-05-12","161271","UA","6.004796000000001","6.418640971183777","8.072189999999999","11.609415","14.5804","-1"
"2020-04-26","19115","TW","1.023589","1.023589015007019","1.023589","1.023589","1.023589","-1"
"2020-04-22","790592","SK","15.813345","17.72382926940918","22.546183","24.344254","26.392541","-1"
"2020-04-26","159253","AT","0.096112","0.0961119979619979","0.096112","0.158527","0.158527","-1"
"2020-03-27","95842","UN","0","0","0","0","0","0"
"2020-05-05","787481","DE","0.189116","0.1964309960603714","0.356985","0.390848","0.892822","-1"
"2020-04-17","788636","KZ","12.950016","15.324487686157228","20.655196","24.908208","29.453217","32.93618392944336"
"2020-05-12","19115","RU","93.672369","106.35184049606325","136.89371400000002","164.329685","193.398583","-1"
"2020-04-10","789191","PH","0.005614","0.0056139999069273","0.005614","0.005614","0.005614","0.0056139999069273"
"2020-03-30","159854","IT","7.45135937704918","10.355965971946716","21.97827344262296","22.13477244262296","22.16203444262296","22.170394897460938"
"2020-03-19","788761","KZ","3.61541","4.068704128265381","5.512673","8.035385","9.8951","11.030571937561035"
"2020-04-19","90039","BE","0.044327","0.0443269982933998","0.044327","0.044327","0.044327","-1"
"2020-04-30","22083","SA","0","0","0","0","0","-1"
"2020-04-18","790678","TW","9.019982","9.955973625183104","13.011247","13.432583","13.886379","14.959583282470703"
"2020-04-24","792410","PY","0.110044","0.1175329983234405","0.1205799999999999","0.1205799999999999","0.12375","-1"
"2020-05-15","792410","VN","0.318558","0.4734199941158294","0.507803","0.516342","0.529124","-1"
"2020-04-01","788454","JP","0.977855","1.0067670345306396","1.160374","1.160374","1.160374","1.1603740453720093"
"2020-04-19","792342","PY","0","0","0","0","0","-1"
"2020-04-09","788109","IL","0.714957","0.7973740100860596","0.99443","1.057906","1.096753","1.1856969594955444"
"2020-05-13","789909","RU","6.913392","7.908685207366943","11.055539","13.406209","17.168716","-1"
"2020-05-18","792410","AM","0.912157","1.1438440084457395","1.506228","1.773814","2.000782","-1"
"2020-05-09","90619","UN","0","0","0","0","0","-1"
"2020-05-02","794235","LB","0.187703","0.2793830037117004","0.44381","0.666772","0.830617","-1"
"2020-04-15","22083","TW","0","0","0","0","0","0"
"2020-04-18","22083","UNKNOWN","0","0","0","0","0","0"
"2020-05-04","794235","BF","0","0","0","0","0","-1"
"2020-03-20","94692","UA","1.751115","1.769150972366333","2.307996","3.089846","10.957704","11.231177806854248"
"2020-04-28","792410","CG","0.038609","0.0386090017855167","0.053625","0.061225","0.061225","-1"
"2020-04-22","788298","IT","0.014254","0.0195460002869367","0.019546","0.0487719999999999","0.082092","-1"
"2020-04-28","19115","US","18.883553","19.909809350967407","20.513731","21.996631","23.717549","-1"
"2020-04-30","19115","SE","0.2293319999999999","0.2293320000171661","0.2293319999999999","0.2293319999999999","0.2293319999999999","-1"
"2020-04-25","794235","NI","0.001936","0.0086780004203319","0.008678","0.008678","0.008678","-1"
"2020-04-04","19115","FI","9.150562258064516","9.275262355804443","15.379181193548389","15.888000193548386","22.528787322580644","29.14736270904541"
"2020-04-02","90619","DK","1.868303","2.0133570432662964","2.27382","2.296468","2.381778","2.456683039665222"
"2020-04-13","94530","SK","1.411618","1.431326985359192","1.435152","1.45098","1.483139","1.4831390380859375"
"2020-04-20","19115","BE","1.435961","12.277326107025146","13.111234983471071","13.532561983471073","14.724422983471074","-1"
"2020-03-26","161666","CH","0.107","0.1070000007748603","0.107","0.107","0.107","0.1070000007748603"
"2020-04-15","19115","NO","0.225084","0.2407789975404739","0.240779","0.29646","0.29646","0.2964600026607513"
"2020-04-10","790629","SK","0.229108","0.2371110022068023","0.237111","0.237111","0.249425","0.2494249939918518"
"2020-05-18","786714","BY","0.0339499999999999","0.033950001001358","0.0339499999999999","0.0339499999999999","0.0339499999999999","-1"
"2020-05-14","794235","MR","0","0","0","0","0","-1"
"2020-04-10","791542","UK","18.723294","20.978870391845703","27.747438","39.186952","52.901796","60.69013977050781"
"2020-05-14","794235","TT","0.000495","0.0004949999856763","0.000495","0.000495","0.000495","-1"
"2020-03-20","789016","NO","0.0593809999999999","0.0593810006976127","0.0593809999999999","0.0593809999999999","0.083881","0.0838809981942176"
"2020-03-20","96175","RS","0.019403","0.0194029994308948","0.024956","0.041572","0.064662","0.0646620020270347"
"2020-03-27","160845","RU","47.230293","72.21491813659668","88.264014","103.766315","125.730217","132.5815258026123"
"2020-04-17","22083","US","2.321673","2.366672992706299","2.503023","2.605745","2.605745","2.6841049194335938"
"2020-04-05","19115","ES","2.506878","2.955562114715576","3.705934","4.390372","5.142722","5.502917766571045"
"2020-05-03","19115","PL","67.56009948780488","69.19939804077148","86.01565048780489","90.23409148780487","93.63744948780489","-1"
"2020-03-26","90619","AT","0.33602","0.3360199928283691","0.421344","0.711987","0.752787","0.8126299977302551"
"2020-04-26","794235","EG","0.055902","0.0564920008182525","0.189595","0.285006","0.285006","-1"
"2020-04-25","794235","MA","0.012147","0.0143210003152489","0.014321","0.014321","0.014321","-1"
"2020-04-12","94033","PL","10.143027268292684","10.521544933319092","11.399590268292684","12.422222268292684","13.322358268292684","14.31854486465454"
"2020-04-06","94296","SE","20.006531000000003","20.00653076171875","27.56908","27.56908","34.352872","34.4203462600708"
"2020-03-21","159854","FR","2.350465","2.7948219776153564","4.24705","4.563356","5.641036","7.394113063812256"
"2020-04-13","19115","HK","0.193849","0.1938489973545074","0.193849","0.193849","0.193849","0.1938489973545074"
"2020-03-28","158780","BR","0.047575","0.0475750006735324","0.065754","0.065754","0.072323","0.0723230019211769"
"2020-04-06","91872","FR","12.964682666666668","14.323172092437744","15.443165666666664","15.747323666666666","15.935813666666666","16.002740383148193"
"2020-03-24","90133","BY","2.326476","2.6414170265197754","3.459419","4.015797","4.789599","4.830169200897217"
"2020-04-29","19115","UA","3.726139","4.220428943634033","5.112743","5.879431","7.481294","-1"
"2020-03-22","161569","US","0.3947739999999999","0.3947739899158478","0.3947739999999999","0.3947739999999999","0.3947739999999999","0.5288389921188354"
"2020-04-15","92551","IE","0.48244","0.4824399948120117","0.48244","0.48244","0.48244","0.4824399948120117"
"2020-04-21","790034","RU","12.069912","13.72547721862793","17.343709","24.566991","31.778627","-1"
"2020-05-05","787170","CZ","0.0306929999999999","0.0306930001825094","0.0409319999999999","0.0409319999999999","0.0409319999999999","-1"
"2020-04-05","787733","FR","9.47504","11.198500633239746","14.30426","17.886724","24.410142","30.698638916015625"
"2020-05-05","159253","DK","0.715235","0.7152349948883057","0.715235","0.715235","0.715235","-1"
"2020-05-14","794235","BA","0.117675","0.1322380006313324","0.15725","0.213583","0.2628","-1"
"2020-04-02","19115","DE","72.16104585714285","78.24315357208252","100.84274385714286","112.77757028571428","126.02994828571428","130.80246543884277"
"2020-04-06","788437","JP","0.808554","1.0399819612503052","1.362858","1.362858","1.362858","1.3628580570220947"
"2020-04-25","794235","AZ","0.001323","0.0013229999458417","0.001323","0.001323","0.001323","-1"
"2020-04-23","22083","DE","9.184334","11.554911613464355","15.806191","18.960048","19.322658","-1"
"2020-05-18","22083","BR","0.456347","0.4563469886779785","0.456347","0.456347","0.456347","-1"
"2020-04-03","787456","DE","0.012328","0.0123279998078942","0.012328","0.012328","0.012328","0.0123279998078942"
"2020-03-20","19115","PH","0.838469","0.8706070184707642","0.871464","0.877896","1.026726","1.026726007461548"
"2020-03-18","91502","FI","0","0","0","0","0","0.0165389999747276"
"2020-03-20","159253","DE","0.952745","1.058076024055481","1.3829729999999998","2.379847","2.581964","2.723017930984497"
"2020-04-01","19115","HU","0.548898","0.5488979816436768","0.598738","0.6052379999999999","0.6432519999999999","0.6646010279655457"
"2020-04-27","22083","CH","0.062","0.061999998986721","0.0799999999999999","0.0799999999999999","0.0799999999999999","-1"
"2020-04-27","19115","UK","1.775284","3.6057920455932617","3.605792","3.883028","3.883028","-1"
"2020-04-24","19115","DK","4.113575","4.45009183883667","5.549749","6.183693","6.823816999999999","-1"
"2020-04-18","98067","US","0.060779","0.408612996339798","2.887468","2.928036","14.072014","14.072013974189758"
"2020-04-25","94628","TW","2.599656","2.599656105041504","2.599656","2.599656","2.599656","-1"
"2020-05-03","786589","BR","0.00311","0.0031099999323487","0.00311","0.00311","0.00311","-1"
"2020-05-14","794235","CO","0.569167","0.5725290179252625","0.652759","0.7744300000000001","0.921133","-1"
"2020-05-06","95659","US","49.671996","54.16697311401367","60.737604000000005","69.442509","77.42994","-1"
"2020-05-12","803115","DE","0.401456","0.6011549830436707","0.962982","1.3217059999999998","1.599325","-1"
"2020-04-22","19115","IT","2.595223","2.686275005340576","10.83727981967213","12.844780819672131","36.20449136065574","-1"
"2020-04-27","794235","KH","0.07843","0.0784299969673156","0.07843","0.07843","0.07843","-1"
"2020-05-02","789616","RU","1.002569","1.1408610343933103","1.372014","1.592361","1.763198","-1"
"2020-03-27","161666","NO","0.0614949999999999","0.0614949986338615","0.0614949999999999","0.0614949999999999","0.0614949999999999","0.0614949986338615"
"2020-04-14","19115","CH","0.939548","0.9395480155944824","1.493711","1.493711","1.493711","1.493710994720459"
"2020-04-19","95842","US","11.046619","19.02977466583252","20.661613","21.090442","22.728783","-1"
"2020-05-06","789436","PL","4.58257","5.025103092193604","6.495616","9.411898","10.920515","-1"
"2020-05-09","787112","CL","4.241018","5.442012786865234","8.64048957142857","10.84538157142857","12.97880257142857","-1"
"2020-05-06","160483","TW","4.417315","4.751667022705078","7.233089","10.899654","12.017381","-1"
"2020-05-07","794235","GR","0.007767","0.0097279995679855","0.009728","0.009728","0.009728","-1"
"2020-04-13","19115","IE","1.36516","1.5584709644317627","2.393204","2.473653","3.0484880000000003","4.384684085845947"
"2020-04-30","788078","ID","0.1072309999999999","0.1094499975442886","0.135031","0.1607299999999999","0.1607299999999999","-1"
"2020-05-18","160483","KR","3.411916","3.4119160175323486","3.802542","4.076203","4.268544","-1"
"2020-04-20","94157","QA","0","0","0","0","0","-1"
"2020-04-28","94033","UN","0","0","0","0","0","-1"
"2020-04-20","790549","RU","2.308544","2.496608018875122","2.741705","3.145508","3.224242","-1"
"2020-04-18","786429","AT","0.662732","0.6627320051193237","0.662732","0.662732","0.662732","0.6627320051193237"
"2020-04-24","92440","HR","5.348134","6.517408847808838","8.86496","13.522732","14.673262","-1"
"2020-04-12","93687","NZ","0.250513","0.3912029862403869","0.574209","0.964593","1.396874","1.396873950958252"
"2020-03-25","788794","KZ","11.617256","13.53227424621582","17.416437","21.225719","26.764768","33.06837010383606"
"2020-04-21","788531","KR","1.158785","1.1587849855422974","1.158785","1.158785","1.158785","-1"
"2020-04-05","791179","UA","25.175021","27.93203639984131","29.678138","34.116271999999995","39.659108","40.67289638519287"
"2020-04-05","92847","JP","0","0","0","0","0","0"
"2020-03-21","94608","TW","5.669669","5.834452152252197","7.719647","13.299823","13.819649","14.358012199401855"
"2020-04-27","792410","MX","0.643591","0.7062659859657288","1.3064589999999998","1.849388","1.887552","-1"
"2020-04-01","788982","MX","3.780217","3.97104811668396","4.786313","5.632756","6.538032","7.013261795043945"
"2020-04-20","787274","DE","11.39371","13.467241287231444","17.272304","22.70214","26.672288","-1"
"2020-04-30","787935","GE","3.988622","4.539031982421875","5.659779","6.974651","8.042712","-1"
"2020-05-02","794235","YE","0.03354","0.0335399992763996","0.03354","0.03354","0.03354","-1"
"2020-05-07","93761","NZ","0","0","0","0","0","-1"
"2020-05-06","93101","KR","0.239635","0.3147419989109039","0.403707","0.5068010000000001","0.567258","-1"
"2020-04-01","94692","UN","0","0","0","0","0","0"
"2020-04-01","19115","FR","10.892037","11.55409812927246","14.163131","17.307658","21.713786","22.473880767822266"
"2020-05-15","791854","US","6.196892","6.984480857849121","8.59468","8.70245","9.160447","-1"
"2020-03-22","90619","DE","14.459450285714286","15.744505405426024","21.328057285714287","25.712486285714284","29.99793028571429","30.182676792144772"
"2020-04-21","89917","AU","11.49439018181818","11.9414085149765","14.944523181818184","15.407230181818182","21.076356909090908","-1"
"2020-04-21","791631","US","25.541682","27.20830512046814","32.446764","39.776421","44.197937","-1"
"2020-05-13","22083","FR","2.1762390000000003","2.685293912887573","3.564554","4.750011000000001","4.801261","-1"
"2020-04-16","791872","US","0","0","0","0","0","0"
"2020-05-14","794235","TN","0.388342","0.4146910011768341","0.512707","0.600205","0.652956","-1"
"2020-05-14","794235","MH","0.041094","0.0410940013825893","0.043599","0.043599","0.132384","-1"
"2020-04-25","92607","IT","31.87235681967213","33.96207666397095","47.689553590163925","53.47296859016393","57.27407559016393","-1"
"2020-04-29","792410","UZ","7.5986","8.765951156616211","11.15624","12.780962","15.098388","-1"
"2020-05-18","794235","PF","0.0113499999999999","0.0113500002771615","0.0113499999999999","0.015381","0.017611","-1"
"2020-05-06","794235","VE","0.109501","0.1270949989557266","0.134196","0.147043","0.661579","-1"
"2020-05-12","19115","RO","0.992403","1.08358895778656","1.474263","1.965811","2.695993","-1"
"2020-04-14","19115","AT","0.090594","0.0905940011143684","0.090594","0.108459","0.108459","0.1084590032696724"
"2020-05-16","19115","CZ","1.666952","1.67609703540802","1.818925","1.94825","2.152254","-1"
"2020-05-16","786995","CH","1.467055","1.5662120580673218","1.971885","2.583591","3.262298","-1"
"2020-05-08","794235","JO","0.012189","0.0121889999136328","0.012189","0.017289","0.017289","-1"
"2020-03-26","160483","JP","0.53895","0.5389500260353088","0.53895","0.53895","0.53895","0.5389500260353088"
"2020-04-11","161271","UA","20.850342","23.106497168540955","31.84188","38.906664","143.215072","148.24816513061523"
"2020-03-18","787907","UK","0.4284909999999999","0.55314701795578","1.677221","1.973484","2.0028650000000003","2.016113042831421"
"2020-03-30","789575","RO","0","0.006002000067383","0.006002","0.006002","0.012785","0.0134560000151395"
"2020-04-23","19115","HR","0.665925","0.6659250259399414","0.665925","0.665925","0.665925","-1"
"2020-05-05","794235","LY","0.041123","0.0455170013010501","0.1440789999999999","0.145461","0.146154","-1"
"2020-04-01","90430","CH","0","0","0","0","0","0"
"2020-03-18","792192","UZ","0.666786","0.8364480137825012","1.257637","1.398896","1.561382","1.8523249626159668"
"2020-04-07","788709","KZ","6.073055714285715","6.380050897598267","7.572551714285714","8.238568714285714","9.021901714285717","9.71649956703186"
"2020-05-18","788636","KZ","0","0","0","0","0","-1"
"2020-04-11","19115","RU","54.48613","61.067211389541626","78.614115","93.736234","115.317612","131.06840538978577"
"2020-03-24","19115","TW","11.245799428571427","11.51733922958374","13.92505942857143","17.426190428571427","21.44502942857143","23.24690103530884"
"2020-03-24","159253","AT","5.65463","6.378212928771973","7.746348","20.007041333333333","29.46841333333333","29.509068489074707"
"2020-04-04","787481","DE","33.975185714285715","37.3947696685791","46.04221271428571","54.78423171428571","67.70631771428572","80.88699531555176"
"2020-05-01","159854","IT","1.498441","3.7928547859191895","5.457766918032787","7.608957918032787","12.749565918032786","-1"
"2020-05-13","794235","ZA","0.342053","0.3516370058059692","0.394799","0.417437","0.417437","-1"
"2020-03-20","19115","KR","30.192785","35.50059127807617","44.537166","46.016994","49.818768","49.81876754760742"
"2020-03-28","158583","NZ","0","0","0","0","0","0"
"2020-03-21","791913","US","0","0","0","0","0","0"
"2020-04-23","790003","RU","0.30038","0.300379991531372","0.30038","0.30038","0.30038","-1"
"2020-05-08","22083","CA","1.405805","1.405804991722107","1.659869","1.80633","2.176476","-1"
"2020-04-21","159854","UK","2.99541","3.9001829624176025","5.427059","7.728063","17.435012","-1"
"2020-05-16","22083","TW","2.519668","2.5196681022644043","2.519668","2.519668","2.519668","-1"
"2020-04-10","92926","KR","24.609316454545453","26.674473762512207","28.73419945454545","29.29361445454545","29.368415454545456","29.36841487884521"
"2020-04-12","789909","RU","19.572608","22.03959321975708","31.279769","50.91182499999999","66.164079","73.82259178161621"
"2020-05-18","794235","HN","0.131105","0.1712329983711242","0.1777629999999999","0.21061","0.2151229999999999","-1"
"2020-03-26","786627","BR","20.813418","22.768089294433597","27.999564","33.770542","39.909969","42.95408630371094"
"2020-04-30","22083","RU","37.139666","42.82373428344727","58.450263","68.846067","81.444328","-1"
"2020-05-16","160696","PL","0.562493","0.8529199957847595","1.167468","3.613839","3.738342","-1"
"2020-04-30","790778","UA","31.304523","35.091529846191406","48.556616","59.542321","72.312306","-1"
"2020-03-26","19115","US","30.76524","33.05652642250061","40.900643","78.139115","92.2377","93.49851417541504"
